==== 10.0 Build 22631 ====

KeSaveFloatingPointState :: 00007FF71EF1BDD0
KeSaveStateForHibernate :: 00007FF71F086040
KeSetActualBasePriorityThread :: 00007FF71EFDA550
KeSetAffinityThread :: 00007FF71F1DC450
KeSetBasePriorityThread :: 00007FF71EF972F0
KeSetCoalescableTimer :: 00007FF71EE80640
KeSetDmaIoCoherency :: 00007FF71EFD0700
KeSetEvent :: 00007FF71EE8C4C0
KeSetEventBoostPriority :: 00007FF71F1DECF0
KeSetHardwareCounterConfiguration :: 00007FF71F5E12C0
KeSetHeteroCpuPolicyThread :: 00007FF71F1DC470
KeSetIdealProcessorThread :: 00007FF71F0386C0
KeSetImportanceDpc :: 00007FF71EFD0710
KeSetKernelStackSwapEnable :: 00007FF71EF09360
KeSetLastBranchRecordInUse :: 00007FF71F5E00A0
KeSetPriorityThread :: 00007FF71EF006C0
KeSetProfileIrql :: 00007FF71F801730
KeSetSelectedCpuSetsThread :: 00007FF71F1E3070
KeSetSystemAffinityThread :: 00007FF71F1DC480
KeSetSystemAffinityThreadEx :: 00007FF71F1DC4A0
KeSetSystemGroupAffinityThread :: 00007FF71EE7BD60
KeSetTargetProcessorDpc :: 00007FF71F1DF820
KeSetTargetProcessorDpcEx :: 00007FF71EFCEA40
KeSetTimer :: 00007FF71EE80750
KeSetTimer2 :: 00007FF71EE7F330
KeSetTimerEx :: 00007FF71EE81130
KeShouldYieldProcessor :: 00007FF71EF96DC0
KeSignalCallDpcDone :: 00007FF71F0302B0
KeSignalCallDpcSynchronize :: 00007FF71F1DF890
KeSizeOfAffinityEx :: 00007FF71F1DED70
KeStackAttachProcess :: 00007FF71EE93A50
KeStallExecutionProcessor :: 00007FF71EEA5A10
KeStallWhileFrozen :: 00007FF71F1E4020
KeStartDynamicProcessor :: 00007FF71F5E0980
KeSubtractAffinityEx :: 00007FF71F0C6E10
KeSubtractAffinityEx2 :: 00007FF71F1DC900
KeSweepLocalCaches :: 00007FF71EFDDB80
KeSynchronizeExecution :: 00007FF71F086770
KeSynchronizeTimeToQpc :: 00007FF71F1D85B0
KeSystemFullyCacheCoherent :: 00007FF71F1DF610
KeTestAlertThread :: 00007FF71EF98290
KeTestSpinLock :: 00007FF71EF75070
KeTryToAcquireGuardedMutex :: 00007FF71EFA6960
KeTryToAcquireQueuedSpinLock :: 00007FF71F1DE790
KeTryToAcquireQueuedSpinLockRaiseToSynch :: 00007FF71F1DE8A0
KeTryToAcquireSpinLockAtDpcLevel :: 00007FF71F037440
KeUnstackDetachProcess :: 00007FF71EF4E9D0
KeUpdateThreadTag :: 00007FF71EFC9AF0
KeUserModeCallback :: 00007FF71F356A60
KeWaitForMultipleObjects :: 00007FF71EF26F60
KeWaitForMutexObject :: 00007FF71EEF0E70
KeWaitForSingleObject :: 00007FF71EEF0E70
KeWriteProtectPAT :: 00007FF71F70BBA0
